Portefeuille;Programme;Nom_programme;Element;Nom_element;Repartition;Supercategorie;Type_de_credits;Montant
Immigration, Francisation et Intégration;02;Immigration, francisation et intégration;01;Francisation;Dépenses;Rémunération;Annuels;90 089 000
Immigration, Francisation et Intégration;02;Immigration, francisation et intégration;01;Francisation;Dépenses;Fonctionnement;Annuels;52 040 000
Immigration, Francisation et Intégration;02;Immigration, francisation et intégration;01;Francisation;Dépenses;Transferts;Annuels;134 711 000
Immigration, Francisation et Intégration;02;Immigration, francisation et intégration;01;Francisation;Dépenses;;Ne nécessitant pas de crédits;-2 348 000
Immigration, Francisation et Intégration;02;Immigration, francisation et intégration;02;Intégration;Dépenses;Rémunération;Annuels;27 045 000
Immigration, Francisation et Intégration;02;Immigration, francisation et intégration;02;Intégration;Dépenses;Fonctionnement;Annuels;10 495 000
Immigration, Francisation et Intégration;02;Immigration, francisation et intégration;02;Intégration;Dépenses;Transferts;Annuels;116 365 000
Immigration, Francisation et Intégration;02;Immigration, francisation et intégration;02;Intégration;Dépenses;;Ne nécessitant pas de crédits;-998 000
Immigration, Francisation et Intégration;02;Immigration, francisation et intégration;03;Immigration et reconnaissance des compétences;Dépenses;Rémunération;Annuels;36 697 000
Immigration, Francisation et Intégration;02;Immigration, francisation et intégration;03;Immigration et reconnaissance des compétences;Dépenses;Fonctionnement;Annuels;20 128 000
Immigration, Francisation et Intégration;02;Immigration, francisation et intégration;03;Immigration et reconnaissance des compétences;Dépenses;Transferts;Annuels;27 387 000
Immigration, Francisation et Intégration;02;Immigration, francisation et intégration;04;Planification de l'immigration et affaires extérieures;Dépenses;Rémunération;Annuels;17 485 000
Immigration, Francisation et Intégration;02;Immigration, francisation et intégration;04;Planification de l'immigration et affaires extérieures;Dépenses;Fonctionnement;Annuels;7 797 000
Immigration, Francisation et Intégration;02;Immigration, francisation et intégration;04;Planification de l'immigration et affaires extérieures;Dépenses;Transferts;Annuels;4 405 000
Justice;01;Administration de la justice;01;Direction, gouvernance et administration;Dépenses;Rémunération;Annuels;56 874 000
Justice;01;Administration de la justice;01;Direction, gouvernance et administration;Dépenses;Rémunération;Permanents;8 591 000
Justice;01;Administration de la justice;01;Direction, gouvernance et administration;Dépenses;Fonctionnement;Annuels;325 542 000
Justice;01;Administration de la justice;01;Direction, gouvernance et administration;Dépenses;Fonctionnement;Permanents;10 000
Justice;01;Administration de la justice;01;Direction, gouvernance et administration;Dépenses;Transferts;Annuels;263 000
Justice;01;Administration de la justice;01;Direction, gouvernance et administration;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;206 000
Justice;01;Administration de la justice;01;Direction, gouvernance et administration;Investissements;Immobilisations en ressources informationnelles;Annuels;1 000
Justice;01;Administration de la justice;01;Direction, gouvernance et administration;Dépenses;;Ne nécessitant pas de crédits;16 047 000
Justice;01;Administration de la justice;02;Soutien technologique et Transformation organisationnelle de la justice;Dépenses;Rémunération;Annuels;29 018 000
Justice;01;Administration de la justice;02;Soutien technologique et Transformation organisationnelle de la justice;Dépenses;Fonctionnement;Annuels;47 936 000
Justice;01;Administration de la justice;02;Soutien technologique et Transformation organisationnelle de la justice;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;3 000
Justice;01;Administration de la justice;02;Soutien technologique et Transformation organisationnelle de la justice;Investissements;Immobilisations en ressources informationnelles;Annuels;17 314 000
Justice;01;Administration de la justice;02;Soutien technologique et Transformation organisationnelle de la justice;Dépenses;;Ne nécessitant pas de crédits;-3 000
Justice;01;Administration de la justice;03;Soutien administratif à l'activité judiciaire;Dépenses;Rémunération;Annuels;89 185 000
Justice;01;Administration de la justice;03;Soutien administratif à l'activité judiciaire;Dépenses;Fonctionnement;Annuels;21 477 000
Justice;01;Administration de la justice;03;Soutien administratif à l'activité judiciaire;Investissements;Prêts, placements, avances et autres coûts;Annuels;30 000
Justice;01;Administration de la justice;03;Soutien administratif à l'activité judiciaire;Dépenses;;Ne nécessitant pas de crédits;-75 000
Justice;01;Administration de la justice;04;Affaires juridiques, législatives et accès à la justice;Dépenses;Rémunération;Annuels;74 024 000
Justice;01;Administration de la justice;04;Affaires juridiques, législatives et accès à la justice;Dépenses;Fonctionnement;Annuels;7 009 000
Justice;01;Administration de la justice;04;Affaires juridiques, législatives et accès à la justice;Dépenses;Transferts;Annuels;15 661 000
Justice;01;Administration de la justice;04;Affaires juridiques, législatives et accès à la justice;Dépenses;Affectation à un fonds spécial;Annuels;39 081 000
Justice;01;Administration de la justice;04;Affaires juridiques, législatives et accès à la justice;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;8 000
Justice;01;Administration de la justice;04;Affaires juridiques, législatives et accès à la justice;Dépenses;;Ne nécessitant pas de crédits;-146 000
Justice;01;Administration de la justice;05;Bureau des infractions et amendes;Dépenses;Rémunération;Annuels;10 390 000
Justice;01;Administration de la justice;05;Bureau des infractions et amendes;Dépenses;Fonctionnement;Annuels;1 751 000
Justice;01;Administration de la justice;05;Bureau des infractions et amendes;Dépenses;Créances douteuses et autres provisions;Permanents;16 356 000
Justice;02;Activité judiciaire;01;Magistrature;Dépenses;Rémunération;Annuels;4 448 000
Justice;02;Activité judiciaire;01;Magistrature;Dépenses;Rémunération;Permanents;128 984 000
Justice;02;Activité judiciaire;01;Magistrature;Dépenses;Fonctionnement;Annuels;589 000
Justice;02;Activité judiciaire;01;Magistrature;Dépenses;Fonctionnement;Permanents;4 299 000
Justice;02;Activité judiciaire;01;Magistrature;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;557 000
Justice;02;Activité judiciaire;01;Magistrature;Investissements;Immobilisations en ressources informationnelles;Annuels;2 000
Justice;02;Activité judiciaire;02;Conseil de la magistrature;Dépenses;Rémunération;Annuels;694 000
Justice;02;Activité judiciaire;02;Conseil de la magistrature;Dépenses;Fonctionnement;Annuels;2 373 000
Justice;02;Activité judiciaire;02;Conseil de la magistrature;Dépenses;Fonctionnement;Permanents;464 000
Justice;02;Activité judiciaire;03;Soutien à la magistrature;Dépenses;Rémunération;Annuels;41 980 000
Justice;02;Activité judiciaire;03;Soutien à la magistrature;Dépenses;Fonctionnement;Annuels;1 879 000
Justice;02;Activité judiciaire;03;Soutien à la magistrature;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;105 000
Justice;02;Activité judiciaire;04;Comité sur la rémunération des juges;Dépenses;Rémunération;Permanents;36 000
Justice;03;Justice administrative;01;Contribution du ministère de la Justice au Fonds du Tribunal administratif du Québec;Dépenses;Fonctionnement;Annuels;9 185 000
Justice;03;Justice administrative;01;Contribution du ministère de la Justice au Fonds du Tribunal administratif du Québec;Dépenses;Affectation à un fonds spécial;Annuels;10 934 000
Justice;03;Justice administrative;02;Conseil de la justice administrative;Dépenses;Rémunération;Annuels;570 000
Justice;03;Justice administrative;02;Conseil de la justice administrative;Dépenses;Fonctionnement;Annuels;151 000
Justice;04;Indemnisation et reconnaissance;01;Indemnisation des personnes victimes d'actes criminels;Dépenses;Fonctionnement;Permanents;37 451 000
Justice;04;Indemnisation et reconnaissance;01;Indemnisation des personnes victimes d'actes criminels;Dépenses;Transferts;Permanents;457 782 000
Justice;04;Indemnisation et reconnaissance;01;Indemnisation des personnes victimes d'actes criminels;Dépenses;Affectation à un fonds spécial;Permanents;1 139 000
Justice;04;Indemnisation et reconnaissance;02;Indemnisation et reconnaissance des actes de civisme;Dépenses;Fonctionnement;Permanents;296 000
Justice;04;Indemnisation et reconnaissance;02;Indemnisation et reconnaissance des actes de civisme;Dépenses;Transferts;Permanents;2 503 000
Justice;05;Autres organismes relevant du ministre;01;Commission des services juridiques;Dépenses;Transferts;Annuels;253 631 000
Justice;05;Autres organismes relevant du ministre;02;Commission des droits de la personne et des droits de la jeunesse;Dépenses;Rémunération;Annuels;18 717 000
Justice;05;Autres organismes relevant du ministre;02;Commission des droits de la personne et des droits de la jeunesse;Dépenses;Fonctionnement;Annuels;3 563 000
Justice;05;Autres organismes relevant du ministre;02;Commission des droits de la personne et des droits de la jeunesse;Investissements;Immobilisations en ressources informationnelles;Annuels;191 000
Justice;05;Autres organismes relevant du ministre;02;Commission des droits de la personne et des droits de la jeunesse;Dépenses;;Ne nécessitant pas de crédits;56 000
Justice;05;Autres organismes relevant du ministre;03;Office de la protection du consommateur;Dépenses;Rémunération;Annuels;11 936 000
Justice;05;Autres organismes relevant du ministre;03;Office de la protection du consommateur;Dépenses;Fonctionnement;Annuels;3 591 000
Justice;05;Autres organismes relevant du ministre;03;Office de la protection du consommateur;Dépenses;Transferts;Annuels;569 000
Justice;05;Autres organismes relevant du ministre;03;Office de la protection du consommateur;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;10 000
Justice;05;Autres organismes relevant du ministre;03;Office de la protection du consommateur;Investissements;Immobilisations en ressources informationnelles;Annuels;20 000
Justice;05;Autres organismes relevant du ministre;03;Office de la protection du consommateur;Dépenses;;Ne nécessitant pas de crédits;158 000
Justice;06;Poursuites criminelles et pénales;01;Direction, gouvernance et administration;Dépenses;Rémunération;Annuels;15 651 000
Justice;06;Poursuites criminelles et pénales;01;Direction, gouvernance et administration;Dépenses;Fonctionnement;Annuels;4 031 000
Justice;06;Poursuites criminelles et pénales;01;Direction, gouvernance et administration;Dépenses;;Ne nécessitant pas de crédits;-79 000
Justice;06;Poursuites criminelles et pénales;02;Directeur des poursuites criminelles et pénales;Dépenses;Rémunération;Annuels;177 229 000
Justice;06;Poursuites criminelles et pénales;02;Directeur des poursuites criminelles et pénales;Dépenses;Fonctionnement;Annuels;211 832 000
Justice;06;Poursuites criminelles et pénales;02;Directeur des poursuites criminelles et pénales;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;27 000
Justice;06;Poursuites criminelles et pénales;02;Directeur des poursuites criminelles et pénales;Investissements;Immobilisations en ressources informationnelles;Annuels;885 000
Justice;06;Poursuites criminelles et pénales;02;Directeur des poursuites criminelles et pénales;Dépenses;;Ne nécessitant pas de crédits;1 790 000
Langue française;01;Langue française;01;Direction et administration;Dépenses;Rémunération;Annuels;3 815 000
Langue française;01;Langue française;01;Direction et administration;Dépenses;Fonctionnement;Annuels;3 401 000
Langue française;01;Langue française;01;Direction et administration;Dépenses;Transferts;Annuels;100 000
Langue française;01;Langue française;01;Direction et administration;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;77 000
Langue française;01;Langue française;01;Direction et administration;Investissements;Immobilisations en ressources informationnelles;Annuels;167 000
Langue française;01;Langue française;01;Direction et administration;Dépenses;;Ne nécessitant pas de crédits;51 000
Langue française;01;Langue française;02;Promotion, valorisation et protection de la langue française et de son statut;Dépenses;Rémunération;Annuels;7 894 000
Langue française;01;Langue française;02;Promotion, valorisation et protection de la langue française et de son statut;Dépenses;Fonctionnement;Annuels;6 403 000
Langue française;01;Langue française;02;Promotion, valorisation et protection de la langue française et de son statut;Dépenses;Transferts;Annuels;9 358 000
Langue française;01;Langue française;02;Promotion, valorisation et protection de la langue française et de son statut;Dépenses;;Ne nécessitant pas de crédits;-27 000
Langue française;01;Langue française;03;Office québécois de la langue française;Dépenses;Rémunération;Annuels;37 127 000
Langue française;01;Langue française;03;Office québécois de la langue française;Dépenses;Fonctionnement;Annuels;7 181 000
Langue française;01;Langue française;03;Office québécois de la langue française;Dépenses;Transferts;Annuels;2 619 000
Langue française;01;Langue française;03;Office québécois de la langue française;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;21 000
Langue française;01;Langue française;03;Office québécois de la langue française;Investissements;Immobilisations en ressources informationnelles;Annuels;1 636 000
Langue française;01;Langue française;03;Office québécois de la langue française;Dépenses;;Ne nécessitant pas de crédits;428 000
Relations internationales et Francophonie;01;Direction et administration;01;Direction et administration;Dépenses;Rémunération;Annuels;17 350 000
Relations internationales et Francophonie;01;Direction et administration;01;Direction et administration;Dépenses;Fonctionnement;Annuels;6 994 000
Relations internationales et Francophonie;01;Direction et administration;01;Direction et administration;Dépenses;Fonctionnement;Permanents;326 000
Relations internationales et Francophonie;01;Direction et administration;01;Direction et administration;Dépenses;Transferts;Annuels;113 000
Relations internationales et Francophonie;01;Direction et administration;01;Direction et administration;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;829 000
Relations internationales et Francophonie;01;Direction et administration;01;Direction et administration;Investissements;Immobilisations en ressources informationnelles;Annuels;959 000
Relations internationales et Francophonie;01;Direction et administration;01;Direction et administration;Dépenses;;Ne nécessitant pas de crédits;584 000
Relations internationales et Francophonie;02;Affaires internationales;01;Relations Afrique, Francophonie et affaires multilatérales;Dépenses;Rémunération;Annuels;5 208 000
Relations internationales et Francophonie;02;Affaires internationales;01;Relations Afrique, Francophonie et affaires multilatérales;Dépenses;Fonctionnement;Annuels;510 000
Relations internationales et Francophonie;02;Affaires internationales;01;Relations Afrique, Francophonie et affaires multilatérales;Dépenses;Transferts;Annuels;23 373 000
Relations internationales et Francophonie;02;Affaires internationales;01;Relations Afrique, Francophonie et affaires multilatérales;Dépenses;Affectation à un fonds spécial;Annuels;3 248 000
Relations internationales et Francophonie;02;Affaires internationales;02;Représentation du Québec à l'étranger;Dépenses;Rémunération;Annuels;55 215 000
Relations internationales et Francophonie;02;Affaires internationales;02;Représentation du Québec à l'étranger;Dépenses;Fonctionnement;Annuels;14 659 000
Relations internationales et Francophonie;02;Affaires internationales;02;Représentation du Québec à l'étranger;Investissements;Prêts, placements, avances et autres coûts;Annuels;591 000
Relations internationales et Francophonie;02;Affaires internationales;02;Représentation du Québec à l'étranger;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;6 426 000
Relations internationales et Francophonie;02;Affaires internationales;02;Représentation du Québec à l'étranger;Dépenses;;Ne nécessitant pas de crédits;2 122 000
Relations internationales et Francophonie;02;Affaires internationales;03;Relations Europe, Indo-Pacifique et des affaires interministérielles et institutionnelles;Dépenses;Rémunération;Annuels;4 278 000
Relations internationales et Francophonie;02;Affaires internationales;03;Relations Europe, Indo-Pacifique et des affaires interministérielles et institutionnelles;Dépenses;Fonctionnement;Annuels;560 000
Relations internationales et Francophonie;02;Affaires internationales;03;Relations Europe, Indo-Pacifique et des affaires interministérielles et institutionnelles;Dépenses;Transferts;Annuels;2 373 000
Relations internationales et Francophonie;02;Affaires internationales;03;Relations Europe, Indo-Pacifique et des affaires interministérielles et institutionnelles;Investissements;Prêts, placements, avances et autres coûts;Annuels;1 000
Relations internationales et Francophonie;02;Affaires internationales;04;Protocole;Dépenses;Rémunération;Annuels;2 901 000
Relations internationales et Francophonie;02;Affaires internationales;04;Protocole;Dépenses;Fonctionnement;Annuels;665 000
Relations internationales et Francophonie;02;Affaires internationales;05;Relations Amériques, Affaires économiques et Intelligence stratégique;Dépenses;Rémunération;Annuels;3 921 000
Relations internationales et Francophonie;02;Affaires internationales;05;Relations Amériques, Affaires économiques et Intelligence stratégique;Dépenses;Fonctionnement;Annuels;694 000
Relations internationales et Francophonie;02;Affaires internationales;05;Relations Amériques, Affaires économiques et Intelligence stratégique;Dépenses;Transferts;Annuels;604 000
Relations internationales et Francophonie;02;Affaires internationales;06;Soutien aux Offices jeunesse internationaux du Québec;Dépenses;Transferts;Annuels;2 408 000
Relations internationales et Francophonie;03;Condition féminine;01;Conseil du statut de la femme;Dépenses;Rémunération;Annuels;2 637 000
Relations internationales et Francophonie;03;Condition féminine;01;Conseil du statut de la femme;Dépenses;Fonctionnement;Annuels;910 000
Relations internationales et Francophonie;03;Condition féminine;01;Conseil du statut de la femme;Investissements;Immobilisations en ressources informationnelles;Annuels;9 000
Relations internationales et Francophonie;03;Condition féminine;01;Conseil du statut de la femme;Dépenses;;Ne nécessitant pas de crédits;13 000
Relations internationales et Francophonie;03;Condition féminine;02;Secrétariat à la condition féminine;Dépenses;Rémunération;Annuels;4 385 000
Relations internationales et Francophonie;03;Condition féminine;02;Secrétariat à la condition féminine;Dépenses;Fonctionnement;Annuels;3 571 000
Relations internationales et Francophonie;03;Condition féminine;02;Secrétariat à la condition féminine;Dépenses;Transferts;Annuels;20 373 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;01;Direction du Ministère;Dépenses;Rémunération;Annuels;7 028 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;01;Direction du Ministère;Dépenses;Fonctionnement;Annuels;1 407 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;01;Direction du Ministère;Dépenses;Fonctionnement;Permanents;10 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;01;Direction du Ministère;Dépenses;Transferts;Annuels;258 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;01;Direction du Ministère;Dépenses;;Ne nécessitant pas de crédits;-15 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;02;Services à la gestion;Dépenses;Rémunération;Annuels;20 131 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;02;Services à la gestion;Dépenses;Fonctionnement;Annuels;12 800 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;02;Services à la gestion;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;16 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;02;Services à la gestion;Investissements;Immobilisations en ressources informationnelles;Annuels;2 823 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;02;Services à la gestion;Dépenses;;Ne nécessitant pas de crédits;2 921 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;03;Territoire et affaires stratégiques;Dépenses;Rémunération;Annuels;3 605 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;03;Territoire et affaires stratégiques;Dépenses;Fonctionnement;Annuels;2 478 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;03;Territoire et affaires stratégiques;Dépenses;Transferts;Annuels;52 718 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;03;Territoire et affaires stratégiques;Dépenses;;Ne nécessitant pas de crédits;2 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;04;Aménagement durable du territoire forestier;Dépenses;Transferts;Permanents;20 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;04;Aménagement durable du territoire forestier;Dépenses;Affectation à un fonds spécial;Annuels;340 984 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;04;Aménagement durable du territoire forestier;Dépenses;;Ne nécessitant pas de crédits;-41 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;05;Suppression des feux de forêt;Dépenses;Fonctionnement;Permanents;72 389 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;05;Suppression des feux de forêt;Dépenses;;Ne nécessitant pas de crédits;-4 588 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;06;Forestier en chef;Dépenses;Rémunération;Annuels;5 713 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;06;Forestier en chef;Dépenses;Fonctionnement;Annuels;843 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;06;Forestier en chef;Dépenses;;Ne nécessitant pas de crédits;2 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;07;Opérations régionales;Dépenses;Rémunération;Annuels;64 899 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;07;Opérations régionales;Dépenses;Fonctionnement;Annuels;19 205 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;07;Opérations régionales;Dépenses;Transferts;Annuels;375 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;07;Opérations régionales;Dépenses;Affectation à un fonds spécial;Annuels;90 478 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;07;Opérations régionales;Dépenses;Affectation à un fonds spécial;Permanents;580 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;07;Opérations régionales;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;6 615 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;07;Opérations régionales;Investissements;Immobilisations en ressources informationnelles;Annuels;1 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;07;Opérations régionales;Dépenses;;Ne nécessitant pas de crédits;7 322 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;08;Ressources minérales;Dépenses;Rémunération;Annuels;4 412 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;08;Ressources minérales;Dépenses;Fonctionnement;Annuels;1 756 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;08;Ressources minérales;Dépenses;Affectation à un fonds spécial;Annuels;15 593 000
Ressources naturelles et Forêts;01;Gestion des ressources naturelles et forestières;08;Ressources minérales;Dépenses;;Ne nécessitant pas de crédits;59 000
Santé et Services sociaux;01;Fonctions de coordination;01;Direction et gestion ministérielle;Dépenses;Rémunération;Annuels;122 610 000
Santé et Services sociaux;01;Fonctions de coordination;01;Direction et gestion ministérielle;Dépenses;Fonctionnement;Annuels;111 676 000
Santé et Services sociaux;01;Fonctions de coordination;01;Direction et gestion ministérielle;Dépenses;Fonctionnement;Permanents;29 000
Santé et Services sociaux;01;Fonctions de coordination;01;Direction et gestion ministérielle;Dépenses;Service de la dette;Annuels;8 142 000
Santé et Services sociaux;01;Fonctions de coordination;01;Direction et gestion ministérielle;Investissements;Prêts, placements, avances et autres coûts;Annuels;542 039 000
Santé et Services sociaux;01;Fonctions de coordination;01;Direction et gestion ministérielle;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;143 749 000
Santé et Services sociaux;01;Fonctions de coordination;01;Direction et gestion ministérielle;Investissements;Immobilisations en ressources informationnelles;Annuels;65 000
Santé et Services sociaux;01;Fonctions de coordination;01;Direction et gestion ministérielle;Dépenses;;Ne nécessitant pas de crédits;429 446 000
Santé et Services sociaux;01;Fonctions de coordination;02;Organisme-conseil;Dépenses;Rémunération;Annuels;2 813 000
Santé et Services sociaux;01;Fonctions de coordination;02;Organisme-conseil;Dépenses;Fonctionnement;Annuels;1 903 000
Santé et Services sociaux;01;Fonctions de coordination;02;Organisme-conseil;Dépenses;Transferts;Annuels;68 000
Santé et Services sociaux;01;Fonctions de coordination;02;Organisme-conseil;Dépenses;;Ne nécessitant pas de crédits;-2 000
Santé et Services sociaux;01;Fonctions de coordination;03;Activités nationales;Dépenses;Transferts;Annuels;18 899 000
Santé et Services sociaux;01;Fonctions de coordination;03;Activités nationales;Dépenses;;Ne nécessitant pas de crédits;-2 000
Santé et Services sociaux;02;Services dispensés à la population;01;Santé publique;Dépenses;Transferts;Annuels;998 444 000
Santé et Services sociaux;02;Services dispensés à la population;01;Santé publique;Investissements;Prêts, placements, avances et autres coûts;Annuels;41 000
Santé et Services sociaux;02;Services dispensés à la population;01;Santé publique;Dépenses;;Ne nécessitant pas de crédits;1 717 000
Santé et Services sociaux;02;Services dispensés à la population;02;Services généraux – Activités cliniques et d'aide;Dépenses;Transferts;Annuels;1 535 749 000
Santé et Services sociaux;02;Services dispensés à la population;02;Services généraux – Activités cliniques et d'aide;Dépenses;;Ne nécessitant pas de crédits;332 000
Santé et Services sociaux;02;Services dispensés à la population;03;Soutien à l'autonomie des personnes âgées – Soutien à domicile;Dépenses;Transferts;Annuels;2 557 771 000
Santé et Services sociaux;02;Services dispensés à la population;03;Soutien à l'autonomie des personnes âgées – Soutien à domicile;Dépenses;;Ne nécessitant pas de crédits;-4 000
Santé et Services sociaux;02;Services dispensés à la population;04;Soutien à l'autonomie des personnes âgées – Hébergement;Dépenses;Transferts;Annuels;5 847 557 000
Santé et Services sociaux;02;Services dispensés à la population;04;Soutien à l'autonomie des personnes âgées – Hébergement;Dépenses;;Ne nécessitant pas de crédits;-1 488 000
Santé et Services sociaux;02;Services dispensés à la population;05;Déficience intellectuelle et trouble du spectre de l'autisme;Dépenses;Transferts;Annuels;1 483 553 000
Santé et Services sociaux;02;Services dispensés à la population;06;Jeunes en difficulté;Dépenses;Transferts;Annuels;2 478 745 000
Santé et Services sociaux;02;Services dispensés à la population;07;Dépendances;Dépenses;Transferts;Annuels;213 582 000
Santé et Services sociaux;02;Services dispensés à la population;07;Dépendances;Dépenses;;Ne nécessitant pas de crédits;93 000
Santé et Services sociaux;02;Services dispensés à la population;08;Santé mentale;Dépenses;Transferts;Annuels;2 094 588 000
Santé et Services sociaux;02;Services dispensés à la population;08;Santé mentale;Dépenses;;Ne nécessitant pas de crédits;-31 000
Santé et Services sociaux;02;Services dispensés à la population;09;Santé physique;Dépenses;Transferts;Annuels;8 677 409 000
Santé et Services sociaux;02;Services dispensés à la population;09;Santé physique;Dépenses;Transferts;Permanents;5 524 686 000
Santé et Services sociaux;02;Services dispensés à la population;09;Santé physique;Dépenses;;Ne nécessitant pas de crédits;-88 048 000
Santé et Services sociaux;02;Services dispensés à la population;10;Administration;Dépenses;Transferts;Annuels;1 998 208 000
Santé et Services sociaux;02;Services dispensés à la population;11;Soutien aux services;Dépenses;Transferts;Annuels;1 571 384 000
Santé et Services sociaux;02;Services dispensés à la population;11;Soutien aux services;Dépenses;;Ne nécessitant pas de crédits;-26 000
Santé et Services sociaux;02;Services dispensés à la population;12;Gestion des bâtiments et des équipements;Dépenses;Transferts;Annuels;1 908 721 000
Santé et Services sociaux;02;Services dispensés à la population;13;Organismes communautaires et autres organismes;Dépenses;Transferts;Annuels;1 189 540 000
Santé et Services sociaux;02;Services dispensés à la population;13;Organismes communautaires et autres organismes;Dépenses;;Ne nécessitant pas de crédits;-3 702 000
Santé et Services sociaux;02;Services dispensés à la population;14;Activités connexes;Dépenses;Transferts;Annuels;2 196 634 000
Santé et Services sociaux;02;Services dispensés à la population;14;Activités connexes;Dépenses;Transferts;Permanents;1 774 007 000
Santé et Services sociaux;02;Services dispensés à la population;14;Activités connexes;Dépenses;Affectation à un fonds spécial;Annuels;594 361 000
Santé et Services sociaux;02;Services dispensés à la population;15;Financement des infrastructures de santé et de services sociaux;Dépenses;Transferts;Annuels;4 650 229 000
Santé et Services sociaux;02;Services dispensés à la population;15;Financement des infrastructures de santé et de services sociaux;Dépenses;Transferts;Permanents;124 737 000
Santé et Services sociaux;02;Services dispensés à la population;16;Financement d'achats centralisés;Dépenses;Fonctionnement;Annuels;24 558 000
Santé et Services sociaux;02;Services dispensés à la population;16;Financement d'achats centralisés;Investissements;Prêts, placements, avances et autres coûts;Annuels;35 826 000
Santé et Services sociaux;02;Services dispensés à la population;16;Financement d'achats centralisés;Dépenses;;Ne nécessitant pas de crédits;105 497 000
Santé et Services sociaux;02;Services dispensés à la population;17;Programme d'aide financière pour les gicleurs dans les résidences privées pour aînés;Dépenses;Transferts;Annuels;19 499 000
Santé et Services sociaux;02;Services dispensés à la population;18;Déficience physique;Dépenses;Transferts;Annuels;903 962 000
Santé et Services sociaux;03;Office des personnes handicapées du Québec;01;Administration et soutien à l'intégration des personnes handicapées;Dépenses;Rémunération;Annuels;11 576 000
Santé et Services sociaux;03;Office des personnes handicapées du Québec;01;Administration et soutien à l'intégration des personnes handicapées;Dépenses;Fonctionnement;Annuels;3 286 000
Santé et Services sociaux;03;Office des personnes handicapées du Québec;01;Administration et soutien à l'intégration des personnes handicapées;Dépenses;Transferts;Annuels;1 483 000
Santé et Services sociaux;03;Office des personnes handicapées du Québec;01;Administration et soutien à l'intégration des personnes handicapées;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;19 000
Santé et Services sociaux;03;Office des personnes handicapées du Québec;01;Administration et soutien à l'intégration des personnes handicapées;Investissements;Immobilisations en ressources informationnelles;Annuels;29 000
Santé et Services sociaux;03;Office des personnes handicapées du Québec;01;Administration et soutien à l'intégration des personnes handicapées;Dépenses;;Ne nécessitant pas de crédits;45 000
